store_id,sku_id,date,foot_traffic_tier,category,target,forecast_units,lower_bound_90,upper_bound_90,forecast_p50,mu_daily,sigma_daily,csl,z_val,supplier_id,lead_time_days_avg,lead_time_days_std,reliability_score,safety_stock_units,reorder_point,target_upto_old,target_upto_new,latest_snapshot,units_on_hand,units_in_backroom,days_of_supply_snapshot,units_total,days_of_supply_current,is_below_rop,risk_score,alert_tier,demand_vs_forecast,phantom_score,is_phantom_suspect,priority,recommended_action,pipeline_run_date
S0006,P01075,2025-12-21,Premium,Canned & Pantry,1.0,8.382441640225942,1.9192095768235864,18.44569567403994,8.382441640225942,8.382441640225942,6.11747965581398,0.975,1.96,SUP069,8,2.2,0.777,50.0,118.0,9.0,21.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.1192969832561871,0.0746406891659993,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0006,P01241,2025-12-31,Premium,Health & Wellness,20.0,17.986566756145194,11.27835297437228,21.823975624894324,17.986566756145194,17.986566756145194,2.332771348783665,0.975,1.96,SUP037,5,0.6,0.861,24.0,114.0,18.0,23.0,2025-12-29,0,47,0.0,47,0.0,True,0.95,CRITICAL,1.1119409429910745,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00067,2025-12-31,Premium,Beverages,4.0,23.990348857547435,18.307953590341228,32.65906983322333,23.990348857547435,23.990348857547435,5.269739194939752,0.975,1.96,SUP053,19,6.2,0.836,295.0,751.0,24.0,35.0,2025-12-29,10,24,0.36,34,0.4,True,0.95,CRITICAL,0.1667337154516445,0.2021138111361245,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00150,2025-12-31,Premium,Beverages,16.0,18.378098985368943,11.63952643766872,27.05720148401934,18.378098985368943,18.378098985368943,5.276050151155257,0.975,1.96,SUP067,17,5.4,0.886,200.0,513.0,19.0,29.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8706014704098514,0.0240439350316989,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00212,2025-12-29,Premium,Dairy & Eggs,7.0,6.765739236296986,1.0678319981600677,15.88468107910936,6.765739236296986,6.765739236296986,5.543429691679254,0.975,1.96,SUP073,17,4.6,0.933,76.0,192.0,7.0,18.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.0346245628927355,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00328,2025-12-31,Premium,Snacks,3.0,3.018416065156702,2.87944609560867,3.1773443100334906,3.018416065156702,3.018416065156702,0.0966129148187164,0.975,1.96,SUP073,17,4.6,0.933,28.0,80.0,4.0,4.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.9938987651936758,0.000186196906391,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00429,2025-12-31,Premium,Bakery,10.0,13.273859854220124,7.185516641216204,19.59655333634521,13.273859854220124,13.273859854220124,3.8435826639058273,0.975,1.96,SUP065,11,0.9,0.942,35.0,182.0,14.0,21.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.753360372176954,0.0331005875373786,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00496,2025-12-31,Premium,Bakery,42.0,33.49933603258782,22.607912251710793,43.39215511877613,33.49933603258782,33.49933603258782,6.0138717849169065,0.975,1.96,SUP060,4,0.7,0.733,52.0,186.0,34.0,46.0,2025-12-29,37,46,1.13,83,1.1,True,0.95,CRITICAL,1.2537561926344696,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00579,2025-12-28,Premium,Frozen Foods,22.0,26.77171732392499,19.419939279819165,36.59175500225985,26.77171732392499,26.77171732392499,5.969627767984719,0.975,1.96,SUP030,6,1.6,0.801,89.0,250.0,27.0,39.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8217627481199846,0.0482447795621447,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00727,2025-12-31,Premium,Personal Care,25.0,28.938440818637137,21.51621422560222,39.22737924643168,28.938440818637137,28.938440818637137,6.254673816288477,0.975,1.96,SUP003,10,1.8,0.969,110.0,400.0,29.0,42.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8639027982426519,0.0398198795559434,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00734,2025-12-31,Premium,Household,29.0,24.971826121616868,18.61160500152962,29.613708665084957,24.971826121616868,24.971826121616868,2.8218130963331847,0.975,1.96,SUP082,15,4.8,0.895,236.0,611.0,25.0,31.0,2025-12-29,0,234,0.0,234,0.0,True,0.95,CRITICAL,1.1613087428514546,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00777,2025-12-31,Premium,Household,13.0,13.631283899421078,8.116444405787398,19.91364781820537,13.631283899421078,13.631283899421078,3.8190662120269248,0.975,1.96,SUP056,3,0.8,0.889,25.0,66.0,14.0,22.0,2025-12-29,1,71,0.07,72,0.1,False,0.95,CRITICAL,0.9536885957273704,0.0063826397293059,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00905,2025-12-31,Premium,Meat & Seafood,19.0,16.768677406971054,11.030330983788737,23.871425567051983,16.768677406971054,16.768677406971054,4.317780036523363,0.975,1.96,SUP040,6,2.4,0.959,82.0,183.0,17.0,26.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.1330649125673646,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00912,2025-12-23,Premium,Produce,20.0,13.688876523414237,2.659986395559991,27.969209616923138,13.688876523414237,13.688876523414237,8.681053552285046,0.975,1.96,SUP052,15,2.8,0.98,100.0,306.0,14.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.461040280828807,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P00922,2025-12-31,Premium,Produce,23.0,21.642666255557614,14.895059494976849,29.547638535512817,21.642666255557614,21.642666255557614,4.805454273528994,0.975,1.96,SUP015,16,4.2,0.861,183.0,530.0,22.0,32.0,2025-12-29,11,0,0.51,11,0.5,True,0.95,CRITICAL,1.06271564364644,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P01012,2025-12-24,Premium,Canned & Pantry,17.0,28.223385070312712,22.44045865593985,37.18045084432108,28.223385070312712,28.223385070312712,5.445024786631226,0.975,1.96,SUP058,20,1.0,0.872,74.0,639.0,29.0,39.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.6023373864491458,0.1134748146004835,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P01122,2025-12-31,Premium,Baby & Infant,17.0,13.306521478254346,7.71696029647375,19.878232365277317,13.306521478254346,13.306521478254346,3.9949610255458783,0.975,1.96,SUP058,20,1.0,0.872,44.0,311.0,14.0,22.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.277569049716079,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P01186,2025-12-31,Premium,Pet Supplies,18.0,17.052448672002654,9.657167923283264,18.611622056414873,17.052448672002654,17.052448672002654,0.947825765600133,0.975,1.96,SUP045,4,0.8,0.925,27.0,96.0,18.0,19.0,2025-12-29,0,155,0.0,155,0.0,False,0.95,CRITICAL,1.0555668775917837,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0007,P01262,2025-12-31,Premium,Health & Wellness,20.0,19.86013554301411,13.859513239892802,27.60887326873863,19.86013554301411,19.86013554301411,4.710478860622811,0.975,1.96,SUP011,17,2.9,0.784,120.0,458.0,20.0,30.0,2025-12-29,24,0,1.25,24,1.2,True,0.95,CRITICAL,1.0070424724283964,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0008,P00028,2025-12-26,Low,Beverages,4.0,5.717569585707409,1.1335798767950969,10.566616839858112,5.717569585707409,5.717569585707409,2.94774909066912,0.95,1.6449,SUP014,5,1.5,0.837,18.0,47.0,6.0,11.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.6995979567960253,0.0173656066401138,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0008,P00328,2025-12-31,Low,Snacks,3.0,2.695639908444479,2.0973713226305324,3.5916471894635924,2.695639908444479,2.695639908444479,0.5446852772152665,0.95,1.6449,SUP073,17,4.6,0.933,21.0,67.0,3.0,4.0,2025-12-29,0,72,0.0,72,0.0,False,0.95,CRITICAL,1.112908289642867,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0008,P00376,2025-12-31,Low,Snacks,7.0,8.682346057444661,3.649342612876427,13.877090119433513,8.682346057444661,8.682346057444661,3.157899125829089,0.95,1.6449,SUP082,15,4.8,0.895,72.0,203.0,9.0,14.0,2025-12-29,2,24,0.22,26,0.2,True,0.95,CRITICAL,0.8062337015463538,0.0170094767101373,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0008,P00466,2025-12-23,Low,Bakery,3.0,4.775418501533186,0.4958488713100792,9.364534328550608,4.775418501533186,4.775418501533186,2.7897360650561835,0.95,1.6449,SUP007,1,0.5,0.898,7.0,12.0,5.0,10.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.6282171916527999,0.0179504921231516,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0008,P00757,2025-12-31,Low,Household,11.0,8.617541079485433,4.249922320685266,13.277409660231456,8.617541079485433,8.617541079485433,2.8327468575963666,0.95,1.6449,SUP061,2,0.6,0.715,11.0,29.0,9.0,14.0,2025-12-29,3,148,0.3,151,0.3,False,0.95,CRITICAL,1.276466209854938,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0008,P01197,2025-12-31,Low,Pet Supplies,13.0,9.109053747945412,4.093174445127702,13.98291985334632,9.109053747945412,9.109053747945412,2.962836538237634,0.95,1.6449,SUP030,6,1.6,0.801,27.0,82.0,10.0,14.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.427151530742939,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0009,P00187,2025-12-31,High,Dairy & Eggs,20.0,24.535338904234063,17.778326122454278,33.07573299508476,24.535338904234063,24.535338904234063,5.1917289306083285,0.975,1.96,SUP042,7,1.4,0.727,73.0,245.0,25.0,35.0,2025-12-29,32,0,1.37,32,1.4,True,0.95,CRITICAL,0.8151507536970928,0.0458548591253121,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0009,P00567,2025-12-31,High,Frozen Foods,7.0,12.93423470266428,5.732235263300304,19.745244434953076,12.93423470266428,12.93423470266428,4.140431448199876,0.975,1.96,SUP081,19,1.4,0.734,51.0,297.0,13.0,22.0,2025-12-29,8,11,0.64,19,0.6,True,0.95,CRITICAL,0.5411993953193144,0.0599984922963908,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0009,P00596,2025-12-31,High,Frozen Foods,22.0,16.279923642274102,8.619051816440471,23.354660611166477,16.279923642274102,16.279923642274102,4.30075195677348,0.975,1.96,SUP004,11,1.4,0.861,53.0,233.0,17.0,25.0,2025-12-29,10,0,0.58,10,0.6,True,0.95,CRITICAL,1.3513576895945978,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0009,P00692,2025-12-31,High,Personal Care,16.0,23.945753446796147,12.808651393596424,30.313635528144985,23.945753446796147,23.945753446796147,3.8710529369901754,0.975,1.96,SUP029,7,0.8,0.73,43.0,211.0,24.0,32.0,2025-12-29,45,0,2.2,45,2.2,True,0.95,CRITICAL,0.668176928971961,0.0803360923275551,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0009,P01121,2025-12-27,High,Baby & Infant,9.0,14.01209340450003,2.354869482681727,27.502594262385795,14.01209340450003,14.01209340450003,8.200912375614447,0.975,1.96,SUP055,11,2.9,0.952,96.0,251.0,15.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.6423023127371974,0.0506751186271202,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0009,P01134,2025-12-31,High,Baby & Infant,23.0,21.933978914919408,15.075116223099418,29.296054668517716,21.933978914919408,21.933978914919408,4.4754259900293665,0.975,1.96,SUP010,4,1.3,0.791,59.0,147.0,22.0,31.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.048601354510991,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0010,P00331,2025-12-28,Low,Snacks,16.0,16.382081784714284,3.1689126746867653,32.111752782910386,16.382081784714284,16.382081784714284,9.562110029298545,0.95,1.6449,SUP081,19,1.4,0.734,79.0,391.0,17.0,33.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.9766768479283996,0.0038630644329721,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0010,P00469,2025-12-31,Low,Bakery,9.0,8.452253994315573,2.4350636573059496,11.26587068530981,8.452253994315573,8.452253994315573,1.7104052832791716,0.95,1.6449,SUP077,17,4.2,0.927,60.0,204.0,9.0,12.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.0648047261775149,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0010,P00897,2025-12-31,Low,Meat & Seafood,8.0,5.828682767267932,2.2999160565247765,10.239963752347157,5.828682767267932,5.828682767267932,2.681629778163661,0.95,1.6449,SUP060,4,0.7,0.733,12.0,36.0,6.0,11.0,2025-12-29,3,38,0.43,41,0.4,False,0.95,CRITICAL,1.3725228013652602,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0010,P01031,2025-12-31,Low,Canned & Pantry,5.0,5.382028198591552,1.905858710995324,9.511648381175542,5.382028198591552,5.382028198591552,2.5104074058261334,0.95,1.6449,SUP070,4,0.8,0.807,11.0,33.0,6.0,10.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.9290178006329424,0.0038625226467548,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00102,2025-12-31,Premium,Beverages,45.0,34.52669362938872,22.507906014600184,44.198406073084314,34.52669362938872,34.52669362938872,5.8794604520945875,0.975,1.96,SUP053,19,6.2,0.836,423.0,1080.0,35.0,47.0,2025-12-29,37,0,1.09,37,1.1,True,0.95,CRITICAL,1.3033393953974362,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00111,2025-12-29,Premium,Beverages,5.0,4.798184332503894,0.2935323652968411,9.830065523419616,4.798184332503894,4.798184332503894,3.058894340982201,0.975,1.96,SUP047,14,1.1,0.847,25.0,93.0,5.0,11.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.042060840832847,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00139,2025-12-31,Premium,Beverages,7.0,5.839450038328661,2.282298967698945,8.614109926200577,5.839450038328661,5.839450038328661,1.6867233360923497,0.975,1.96,SUP003,10,1.8,0.969,24.0,83.0,6.0,10.0,2025-12-29,0,106,0.0,106,0.0,False,0.95,CRITICAL,1.1987430244378812,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00153,2025-12-31,Premium,Dairy & Eggs,23.0,28.39726010444728,21.624673116396828,37.84053710302894,28.39726010444728,28.39726010444728,5.740593920110433,0.975,1.96,SUP085,8,2.5,0.86,143.0,371.0,29.0,40.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.8099372937883532,0.0545693733099079,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00182,2025-12-31,Premium,Dairy & Eggs,1.0,13.196494359020734,7.18885001974076,15.44229438912725,13.196494359020734,13.196494359020734,1.365227981827669,0.975,1.96,SUP008,9,1.6,0.836,43.0,162.0,14.0,16.0,2025-12-29,0,16,0.0,16,0.0,True,0.95,CRITICAL,0.0757777007131011,0.1233135036796131,True,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00230,2025-12-31,Premium,Dairy & Eggs,25.0,23.718679992443807,14.35065107082682,32.467878776933645,23.718679992443807,23.718679992443807,5.31866187506981,0.975,1.96,SUP036,15,4.7,0.731,223.0,579.0,24.0,35.0,2025-12-29,35,55,1.55,90,1.6,True,0.95,CRITICAL,1.0540215563414317,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00237,2025-12-31,Premium,Dairy & Eggs,29.0,18.0079255334704,11.678551821349137,25.595536065493132,18.0079255334704,18.0079255334704,4.612529198798014,0.975,1.96,SUP041,18,6.5,0.85,233.0,558.0,19.0,28.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.6104020391521057,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00512,2025-12-31,Premium,Bakery,18.0,15.883986196522883,9.060846365882426,20.746512023005742,15.883986196522883,15.883986196522883,2.9559427516613113,0.975,1.96,SUP018,9,2.2,0.927,71.0,214.0,16.0,22.0,2025-12-29,0,203,0.0,203,0.0,True,0.95,CRITICAL,1.1332167994417122,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00591,2025-12-26,Premium,Frozen Foods,30.0,18.554129676150183,3.447198438057077,37.555580603367105,18.554129676150183,18.554129676150183,11.55103399830816,0.975,1.96,SUP012,17,0.5,0.928,96.0,412.0,19.0,42.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.616890715093069,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00783,2025-12-31,Premium,Household,18.0,25.30258624285374,17.735135445242353,33.61769039728448,25.30258624285374,25.30258624285374,5.054774561963974,0.975,1.96,SUP042,7,1.4,0.727,75.0,253.0,26.0,36.0,2025-12-29,5,476,0.19,481,0.2,False,0.95,CRITICAL,0.7113897301736805,0.0738333056221852,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00904,2025-12-27,Premium,Meat & Seafood,4.0,20.833696160263663,4.375581986750547,41.997779647555795,20.833696160263663,20.833696160263663,12.865704247594,0.975,1.96,SUP063,18,0.8,0.753,112.0,488.0,21.0,47.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.1919966562452439,0.1701982547029875,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00922,2025-12-29,Premium,Produce,23.0,12.291643630035658,1.899142498965691,25.866709370565836,12.291643630035658,12.291643630035658,8.25231959910649,0.975,1.96,SUP015,16,4.2,0.861,121.0,318.0,13.0,29.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.8711899475996503,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00969,2025-12-31,Premium,Produce,18.0,18.847055277027465,12.429516129168132,27.0087877144154,18.847055277027465,18.847055277027465,4.9615394756157665,0.975,1.96,SUP079,4,1.1,0.866,46.0,122.0,19.0,29.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.9550563594908148,0.0085642112352806,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P00994,2025-12-31,Premium,Produce,9.0,8.690726294784252,3.76397070137363,8.997610721198477,8.690726294784252,8.690726294784252,0.1865558823186777,0.975,1.96,SUP037,5,0.6,0.861,11.0,55.0,9.0,10.0,2025-12-29,0,32,0.0,32,0.0,True,0.95,CRITICAL,1.0355866350780554,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P01108,2025-12-30,Premium,Baby & Infant,6.0,10.034778286788006,1.2709263148161274,21.711108113812873,10.034778286788006,10.034778286788006,7.098072843176211,0.975,1.96,SUP019,9,3.0,0.748,73.0,164.0,11.0,24.0,2025-12-29,6,0,0.31,6,0.3,True,0.95,CRITICAL,0.5979205348163719,0.0407939062216074,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0011,P01197,2025-12-31,Premium,Pet Supplies,24.0,23.19162533109746,15.41381658163403,31.363991378677696,23.19162533109746,23.19162533109746,4.96800367634057,0.975,1.96,SUP030,6,1.6,0.801,77.0,217.0,24.0,33.0,2025-12-29,29,11,1.39,40,1.4,True,0.95,CRITICAL,1.0348563180614423,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P00046,2025-12-30,Medium,Beverages,5.0,5.87219869224627,0.0,14.74875159442681,5.87219869224627,5.87219869224627,5.396080791599113,0.95,1.6449,SUP025,2,0.8,0.832,15.0,27.0,6.0,15.0,2025-12-29,5,0,0.48,5,0.5,True,0.95,CRITICAL,0.8514698262172339,0.0088184254819185,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P00139,2025-12-31,Medium,Beverages,4.0,2.230911385307844,1.0,4.503034927532377,2.230911385307844,2.230911385307844,1.381230116853819,0.95,1.6449,SUP003,10,1.8,0.969,10.0,33.0,3.0,5.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.7929891910287772,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P00169,2025-12-29,Medium,Dairy & Eggs,6.0,7.739303957965651,1.204057467289498,14.312051143960169,7.739303957965651,7.739303957965651,3.9955909945255423,0.95,1.6449,SUP003,10,1.8,0.969,31.0,109.0,8.0,15.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.7752635162784273,0.0175853535210246,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P00488,2025-12-26,Medium,Bakery,18.0,9.603010670489128,1.1887048721354196,19.694621186597903,9.603010670489128,9.603010670489128,6.1347176389719005,0.95,1.6449,SUP069,8,2.2,0.777,45.0,122.0,10.0,20.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.8744121627726125,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P00505,2025-12-31,Medium,Bakery,9.0,14.715591288620978,8.909087102394196,21.46730015772023,14.715591288620978,14.715591288620978,4.104382291245747,0.95,1.6449,SUP058,20,1.0,0.872,39.0,334.0,15.0,22.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.6115962195117071,0.0577878828664597,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P00905,2025-12-29,Medium,Meat & Seafood,1.0,5.63613907204161,0.3156575509930189,9.467216348407288,5.63613907204161,5.63613907204161,2.3289223564532993,0.95,1.6449,SUP040,6,2.4,0.959,25.0,59.0,6.0,10.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.1774264238724266,0.0468740062259417,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0012,P01218,2025-12-28,Medium,Health & Wellness,8.0,7.14554590917443,1.232794957290647,15.263088728290333,7.14554590917443,7.14554590917443,4.934676485784743,0.95,1.6449,SUP039,11,1.5,0.971,33.0,112.0,8.0,16.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.1195785600829329,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0013,P00111,2025-12-24,Low,Beverages,10.0,4.89683249209371,0.7007086256610916,11.27771504739664,4.89683249209371,4.89683249209371,3.878955960670474,0.95,1.6449,SUP047,14,1.1,0.847,26.0,95.0,5.0,12.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,2.0421364251576346,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0013,P00141,2025-12-31,Low,Beverages,8.0,6.605699258951477,2.6109879800084146,8.482403847130835,6.605699258951477,6.605699258951477,1.1408538529965702,0.95,1.6449,SUP076,12,4.5,0.74,50.0,130.0,7.0,9.0,2025-12-29,1,29,0.11,30,0.1,True,0.95,CRITICAL,1.211075419329617,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0013,P00148,2025-12-28,Low,Beverages,3.0,5.757339066474974,1.042081414582781,13.55042543102294,5.757339066474974,5.757339066474974,4.737438519482047,0.95,1.6449,SUP073,17,4.6,0.933,55.0,153.0,6.0,14.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.521074052676352,0.0278782682228865,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0013,P00819,2025-12-31,Low,Household,3.0,7.070672205817691,2.3870851554318264,11.552235665227675,7.070672205817691,7.070672205817691,2.72435468657142,0.95,1.6449,SUP082,15,4.8,0.895,59.0,166.0,8.0,12.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.4242878064028516,0.0411568141840145,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0013,P00844,2025-12-31,Low,Meat & Seafood,5.0,5.538931326806144,0.8883943515935625,12.357131570751063,5.538931326806144,5.538931326806144,4.144802579905726,0.95,1.6449,SUP056,3,0.8,0.889,14.0,31.0,6.0,13.0,2025-12-29,0,15,0.0,15,0.0,True,0.95,CRITICAL,0.9027012080474912,0.0054489026268449,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0013,P01108,2025-12-24,Low,Baby & Infant,17.0,6.66747723344719,0.9491354767779702,14.534779258901356,6.66747723344719,6.66747723344719,4.78255442276849,0.95,1.6449,SUP019,9,3.0,0.748,41.0,102.0,7.0,15.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,2.5496899958983037,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0014,P00079,2025-12-31,Premium,Beverages,43.0,25.43772208461668,17.27286484073161,33.91795648403064,25.43772208461668,25.43772208461668,5.155157689613349,0.975,1.96,SUP063,18,0.8,0.753,59.0,517.0,26.0,36.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,1.6904029321872345,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0014,P00105,2025-12-31,Premium,Beverages,36.0,33.37334596289582,18.27201330472632,42.42333756815321,33.37334596289582,33.37334596289582,5.501514653651909,0.975,1.96,SUP017,18,2.1,0.717,145.0,746.0,34.0,45.0,2025-12-29,7,0,0.22,7,0.2,True,0.95,CRITICAL,1.078705145118637,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0014,P00131,2025-12-31,Premium,Beverages,15.0,15.317335837858714,9.465920821553611,22.551059066792092,15.317335837858714,15.317335837858714,4.397400139169227,0.975,1.96,SUP062,17,2.5,0.846,84.0,345.0,16.0,24.0,2025-12-29,0,0,0.0,0,0.0,True,0.95,CRITICAL,0.9792825696832748,0.0032084460384734,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0014,P00182,2025-12-31,Premium,Dairy & Eggs,15.0,14.108143043013708,7.780872549414382,15.37327688262408,14.108143043013708,14.108143043013708,0.7690783219515944,0.975,1.96,SUP008,9,1.6,0.836,45.0,172.0,15.0,16.0,2025-12-29,0,187,0.0,187,0.0,False,0.95,CRITICAL,1.0632157580389672,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
S0014,P00479,2025-12-31,Premium,Bakery,6.0,5.85931627260732,2.089056775961862,6.075230450626159,5.85931627260732,5.85931627260732,0.13125481946434,0.975,1.96,SUP031,1,0.6,0.84,7.0,13.0,6.0,7.0,2025-12-29,0,142,0.0,142,0.0,False,0.95,CRITICAL,1.02401026345862,0.0,False,HIGH,IMMEDIATE — verify inventory and place order now,2026-04-25
