report_time,sku_id,snapshot_date,units_on_hand,units_in_backroom,days_of_supply,expiry_nearest_date,total_available,product_name,category,is_perishable,avg_daily_demand,std_daily_demand,avg_demand_seasonal,safety_stock_seasonal,reorder_point_optimized,lead_time_final,avg_fill_rate,reliability_score,total_revenue,unit_price,unit_cost,pack_size,seasonal_factor,supplier_name,days_of_supply_current,demand_for_calc,alert_tier,units_needed,units_to_order,revenue_at_risk,is_phantom,demand_lift_factor,is_on_promo,f1_tier,f2_revenue,f3_dos,f4_supplier,f5_seasonal,priority_score,store_id
2026-04-25 12:52:35,P00412,2025-12-29,239,68,7.11,,307,BrightBasket Value Pack Chips 1L,Snacks,False,30.33149931224209,8.795433690817777,28.026305364511693,103,305,6.633333333333334,0.92735368956743,0.898,615612.35,28.15,11.69,12,0.924,GlobalReach Trading,7.11,28.026305364511693,MONITOR,272.0,0.0,5435.800017515818,False,1.0,False,10,5.435800017515818,2.4607142857142854,2.0399999999999996,-0.7599999999999996,19.176514303230103,S0002
2026-04-25 12:52:35,P01249,2025-12-29,167,0,11.96,,167,PrimePick Original OTC Meds 150g,Health & Wellness,False,12.789329685362516,4.628020194416377,11.817340629274966,56,161,8.19047619047619,0.9410866910866912,0.733,132058.72,14.23,5.66,48,0.924,HeartlandFoods,11.96,11.817340629274966,MONITOR,96.0,0.0,343.0479445953487,False,1.0,False,10,0.3430479445953487,0.7285714285714283,5.34,-0.7599999999999996,15.651619373166776,S0002
2026-04-25 12:52:35,P01050,2025-12-29,15,2,10.45,,17,UrbanHarvest Farm Sauces 500g,Canned & Pantry,False,1.788053949903661,0.990968808061571,1.652161849710983,4,9,2.5625,0.904296875,0.969,39158.22,42.21,24.86,6,0.924,WholeFarm Provisions,10.45,1.652161849710983,MONITOR,11.0,0.0,247.56901845086713,False,1.0,False,10,0.2475690184508671,1.267857142857143,0.6200000000000006,-0.7599999999999996,11.375426161308011,S0002
2026-04-25 12:52:35,P00683,2025-12-29,744,457,21.83,,1201,QuickFresh Natural Toothpaste 500ml,Personal Care,False,31.82079343365253,9.638786084244208,29.40241313269494,77,194,3.6666666666666665,0.9197631845446756,0.712,930877.22,40.42,23.37,36,0.924,BrightPath Foods,21.83,29.40241313269494,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.760000000000001,-0.7599999999999996,5.000000000000001,S0002
2026-04-25 12:52:35,P00458,2025-12-29,367,15,28.17,2026-08-31,382,PureStart Extra Fresh Cakes 1kg,Bakery,True,12.11917808219178,5.264815988177368,11.198120547945203,44,124,6.555555555555555,0.9196891191709844,0.712,226761.75,26.11,9.54,24,0.924,BrightPath Foods,28.17,11.198120547945203,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.760000000000001,-0.7599999999999996,5.000000000000001,S0002
2026-04-25 12:52:35,P00467,2025-12-29,517,281,50.25,2026-09-23,798,QuickFresh Bold Bread 24ct,Bakery,True,9.353424657534246,3.560339458846159,8.642564383561643,47,139,9.8125,0.9160377358490566,0.714,135604.08,19.86,12.96,12,0.924,LionShare Provisions,50.25,8.642564383561643,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.720000000000001,-0.7599999999999996,4.960000000000001,S0002
2026-04-25 12:52:35,P00049,2025-12-29,567,210,275.59,,777,CoastalFarms Pure Sodas 500ml,Beverages,False,2.230016313213703,1.2593232048898195,2.060535073409462,10,27,7.333333333333333,0.9237089201877934,0.714,14320.82,10.51,5.67,48,0.924,LionShare Provisions,275.59,2.060535073409462,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.720000000000001,-0.7599999999999996,4.960000000000001,S0002
2026-04-25 12:52:35,P01079,2025-12-29,294,110,37.7,,404,BrightBasket Lite Rice & Grains 12-Pack,Canned & Pantry,False,7.147945205479452,3.0644700304682644,6.604701369863014,50,147,13.473684210526317,0.9234925060996864,0.727,91213.14,17.61,12.1,1,0.924,PineTree Provisions,37.7,6.604701369863014,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.460000000000001,-0.7599999999999996,4.700000000000001,S0002
2026-04-25 12:52:35,P00051,2025-12-29,224,62,91.69,,286,HearthStone Bold Sodas 500ml,Beverages,False,2.5514018691588785,1.445204960021505,2.3574953271028036,12,29,6.625,0.930372807017544,0.733,61212.06,37.37,23.08,48,0.924,HeartlandFoods,91.69,2.3574953271028036,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.34,-0.7599999999999996,4.58,S0002
2026-04-25 12:52:35,P01078,2025-12-29,215,149,53.74,,364,ClearChoice Natural Rice & Grains 150g,Canned & Pantry,False,3.8515406162464982,2.0000923209134385,3.558823529411765,22,57,8.857142857142858,0.9269626769626768,0.747,117194.74,43.03,26.38,6,0.924,TrueSource Partners,53.74,3.558823529411765,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,5.0600000000000005,-0.7599999999999996,4.300000000000001,S0002
2026-04-25 12:52:35,P01135,2025-12-29,245,101,33.08,,346,ClearChoice Premium Diapers 6-Pack,Baby & Infant,False,6.897119341563786,2.9200152299526825,6.372938271604939,28,90,8.909090909090908,0.9148174659985684,0.756,214314.27,42.65,17.35,48,0.924,FreshFlow Inc.,33.08,6.372938271604939,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.88,-0.7599999999999996,4.12,S0002
2026-04-25 12:52:35,P01041,2025-12-29,200,0,28.13,,200,SimplySmart Pure Pasta 12-Pack,Canned & Pantry,False,6.665749656121045,2.9838355071846423,6.159152682255846,55,146,13.61904761904762,0.9350117096018736,0.759,53962.96,11.26,6.57,12,0.924,VanguardSupply Co.,28.13,6.159152682255846,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.82,-0.7599999999999996,4.0600000000000005,S0002
2026-04-25 12:52:35,P00931,2025-12-29,179,78,34.93,2026-06-14,257,UrbanHarvest Lite Fruits 2L,Produce,True,5.077994428969359,2.6747521195328003,4.692066852367688,40,106,12.928571428571429,0.9093406593406592,0.766,30636.86,8.63,5.6,48,0.924,InnoSource Corp.,34.93,4.692066852367688,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.68,-0.7599999999999996,3.92,S0002
2026-04-25 12:52:35,P00041,2025-12-29,302,175,50.37,,477,EverFresh Natural Energy Drinks 150g,Beverages,False,5.587016574585635,2.624893584301818,5.162403314917127,30,93,11.2,0.9097402597402596,0.767,50722.31,12.63,7.56,12,0.924,TimberLine Trading,50.37,5.162403314917127,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.66,-0.7599999999999996,3.9,S0002
2026-04-25 12:52:35,P00219,2025-12-29,239,216,43.61,2026-06-18,455,PureStart Smooth Cheese 500ml,Dairy & Eggs,True,4.975138121546961,2.4589443489967673,4.597027624309392,12,24,2.2857142857142856,0.9366359447004609,0.777,80072.46,22.23,11.26,12,0.924,QuestSource Corp.,43.61,4.597027624309392,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.459999999999999,-0.7599999999999996,3.6999999999999993,S0002
2026-04-25 12:52:35,P00549,2025-12-29,518,73,17.39,2026-12-03,591,NovaBrand Light Frozen Vegs 250g,Frozen Foods,True,26.93296853625171,7.510149794967089,24.88606292749658,32,70,1.4,0.9112318840579712,0.777,374072.0,19.0,9.4,12,0.924,QuestSource Corp.,17.39,24.88606292749658,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,4.459999999999999,-0.7599999999999996,3.6999999999999993,S0002
2026-04-25 12:52:35,P00431,2025-12-29,265,88,55.54,2026-02-10,353,BrightBasket Deluxe Cookies 2L,Bakery,True,4.412256267409471,2.194824692804273,4.076924791086351,21,63,9.476190476190476,0.9326278659611992,0.829,8680.32,2.74,1.72,12,0.924,United Provisions,55.54,4.076924791086351,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,3.420000000000001,-0.7599999999999996,2.660000000000001,S0002
2026-04-25 12:52:35,P00537,2025-12-29,522,121,108.97,2026-09-18,643,FreshMoment Farm Ice Cream 2L,Frozen Foods,True,4.676795580110498,2.8019875789261155,4.3213591160221,21,44,4.714285714285714,0.9437229437229436,0.829,113322.0,34.0,16.2,24,0.924,United Provisions,108.97,4.3213591160221,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,3.420000000000001,-0.7599999999999996,2.660000000000001,S0002
2026-04-25 12:52:35,P00023,2025-12-29,417,255,21.9,,672,CoastalFarms Lite Sodas 1kg,Beverages,False,17.841313269493845,6.311067940288175,16.485373461012315,40,101,3.393939393939394,0.9234045524368104,0.836,214384.74,16.59,11.08,6,0.924,ArcticFresh Foods,21.9,16.485373461012315,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,3.2800000000000007,-0.7599999999999996,2.520000000000002,S0002
2026-04-25 12:52:35,P00017,2025-12-29,873,469,25.42,,1342,EcoGreen Premium Juices 2L,Beverages,False,31.3844049247606,8.865585472800845,28.999190150478796,153,498,10.964285714285714,0.9209860935524652,0.837,503586.64,22.27,12.11,36,0.924,NovaTrade Solutions,25.42,28.999190150478796,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,3.2600000000000007,-0.7599999999999996,2.500000000000001,S0002
2026-04-25 12:52:35,P01155,2025-12-29,137,92,83.38,,229,EverFresh Organic Treats 1L,Pet Supplies,False,1.9497307001795332,1.078395140208962,1.8015511669658888,6,13,3.3333333333333335,0.9317460317460318,0.846,24576.0,22.87,11.52,48,0.924,JupiterReach Supply,83.38,1.8015511669658888,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,3.0800000000000005,-0.7599999999999996,2.320000000000001,S0002
2026-04-25 12:52:35,P00072,2025-12-29,495,163,24.64,,658,NaturePath Bold Coffee & Tea 24ct,Beverages,False,18.232558139534884,5.920762760501025,16.846883720930233,16,37,1.1071428571428572,0.9259514616657472,0.85,288176.52,21.73,10.88,24,0.924,OpenRoad Wholesale,24.64,16.846883720930233,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,3.0000000000000004,-0.7599999999999996,2.240000000000001,S0002
2026-04-25 12:52:35,P00367,2025-12-29,137,99,14.86,,236,EcoGreen Organic Chips 24ct,Snacks,False,8.642954856361149,3.9527710442291313,7.986090287277702,11,22,1.1702127659574468,0.918487636572743,0.861,159246.88,25.3,16.49,1,0.924,Yeomanry Supply,14.86,7.986090287277702,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,2.78,-0.7599999999999996,2.0200000000000005,S0002
2026-04-25 12:52:35,P00706,2025-12-29,29,19,14.2,,48,FreshMoment Farm Soap 6-Pack,Personal Care,False,2.1993464052287583,1.261075151505584,2.032196078431373,11,27,7.042553191489362,0.9035904255319148,0.861,32752.51,24.53,9.54,12,0.924,KeyMart Distributors,14.2,2.032196078431373,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,2.78,-0.7599999999999996,2.0200000000000005,S0002
2026-04-25 12:52:35,P00250,2025-12-29,117,0,28.89,2026-06-04,117,TrueGrain Pure Cheese 12-Pack,Dairy & Eggs,True,3.843881856540084,2.2157155986704327,3.551746835443038,20,47,6.956521739130435,0.9137123745819398,0.866,30200.11,11.27,7.36,6,0.924,AbsoluteFresh Supply,28.89,3.551746835443038,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,2.68,-0.7599999999999996,1.9200000000000008,S0002
2026-04-25 12:52:35,P00717,2025-12-29,210,45,79.94,,255,BlueRidge Classic Deodorant 500g,Personal Care,False,2.62178517397882,1.544023813157697,2.4225295007564296,14,37,8.666666666666666,0.9297693920335428,0.874,8239.73,4.79,2.98,12,0.924,RiverBend Supply,79.94,2.4225295007564296,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,2.52,-0.7599999999999996,1.7600000000000005,S0002
2026-04-25 12:52:35,P00967,2025-12-29,606,126,116.98,2026-06-10,732,SimplySmart Original Herbs 1L,Produce,True,5.004172461752434,3.2071011656400956,4.623855354659249,15,36,4.125,0.9133986928104576,0.886,162183.91,45.52,16.74,36,0.924,OrchardGate Trading,116.98,4.623855354659249,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,2.28,-0.7599999999999996,1.5200000000000002,S0002
2026-04-25 12:52:35,P00962,2025-12-29,268,217,68.48,2026-09-07,485,TrueGrain Crispy Vegetables 1L,Produce,True,3.704384724186705,1.9194901675538023,3.4228514851485152,7,13,1.5714285714285714,0.921218487394958,0.895,74865.33,29.17,15.31,12,0.924,IronClad Logistics,68.48,3.4228514851485152,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,2.0999999999999996,-0.7599999999999996,1.34,S0002
2026-04-25 12:52:35,P01112,2025-12-29,226,61,26.99,,287,UrbanHarvest Organic Diapers 500g,Baby & Infant,False,7.52530779753762,2.9753051658255893,6.953384404924761,40,124,11.076923076923077,0.910749506903353,0.907,53194.67,9.67,4.39,24,0.924,VerdantPath Foods,26.99,6.953384404924761,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.8599999999999992,-0.7599999999999996,1.1,S0002
2026-04-25 12:52:35,P00872,2025-12-29,346,96,31.15,2026-05-04,442,SunValley Original Seafood 150g,Meat & Seafood,True,10.093023255813954,3.914790083178,9.325953488372091,56,168,11.038461538461538,0.9247958745165448,0.925,174428.33,23.71,8.73,1,0.924,SunState Distributors,31.15,9.325953488372091,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.4999999999999991,-0.7599999999999996,0.7399999999999995,S0002
2026-04-25 12:52:35,P00130,2025-12-29,463,223,90.11,,686,CoastalFarms Lite Juices 500ml,Beverages,False,4.6149584487534625,2.386670813305982,4.264221606648199,13,28,3.25,0.9223326359832636,0.928,93487.12,28.4,17.11,1,0.924,BlueLine Wholesale,90.11,4.264221606648199,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.439999999999999,-0.7599999999999996,0.6799999999999995,S0002
2026-04-25 12:52:35,P00570,2025-12-29,313,94,41.45,2025-12-31,407,CoastalFarms Premium Pizza 12-Pack,Frozen Foods,True,6.727397260273973,2.888592590406831,6.216115068493151,11,25,2.0588235294117645,0.9112166605772744,0.928,52708.72,10.74,7.26,48,0.924,BlueLine Wholesale,41.45,6.216115068493151,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.439999999999999,-0.7599999999999996,0.6799999999999995,S0002
2026-04-25 12:52:35,P01046,2025-12-29,775,50,22.96,,825,ClearChoice Family Size Canned Beans 6-Pack,Canned & Pantry,False,30.555403556771545,8.675465812447545,28.23319288645691,106,298,6.266666666666667,0.9238805970149252,0.949,697106.56,31.21,20.56,1,0.924,PlatinumPath Logistics,22.96,28.23319288645691,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.020000000000001,-0.7599999999999996,0.2600000000000013,S0002
2026-04-25 12:52:35,P01196,2025-12-29,346,88,15.55,,434,BrightBasket Bold Litter 1L,Pet Supplies,False,19.94391244870041,6.3161784451698635,18.42817510259918,24,53,1.4090909090909092,0.9162481165243596,0.949,311115.86,21.34,12.92,1,0.924,PlatinumPath Logistics,15.55,18.42817510259918,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.020000000000001,-0.7599999999999996,0.2600000000000013,S0002
2026-04-25 12:52:35,P00587,2025-12-29,131,0,53.71,2026-07-13,131,QuickFresh Original Frozen Meals 12-Pack,Frozen Foods,True,2.5764331210191083,1.378422931113405,2.380624203821656,7,16,3.357142857142857,0.9269722814498934,0.949,27635.44,17.08,10.67,12,0.924,Apex Distribution Co.,53.71,2.380624203821656,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,1.020000000000001,-0.7599999999999996,0.2600000000000013,S0002
2026-04-25 12:52:35,P01245,2025-12-29,495,97,22.55,,592,FreshMoment Bold Supplements 24ct,Health & Wellness,False,19.79890560875513,5.939124874938997,18.29418878248974,131,375,12.290322580645162,0.903537177730726,0.96,536193.65,37.36,13.17,48,0.924,HorizonReach Corp.,22.55,18.29418878248974,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.8000000000000007,-0.7599999999999996,0.0400000000000011,S0002
2026-04-25 12:52:35,P00011,2025-12-29,237,65,15.93,,302,EverFresh Ultra Sodas 6-Pack,Beverages,False,13.662106703146376,5.189232840558452,12.623786593707251,22,48,1.837209302325581,0.916590368064457,0.962,184207.39,18.55,12.72,1,0.924,NaturalBridge Supply,15.93,12.623786593707251,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.7600000000000007,-0.7599999999999996,1.1102230246251563e-15,S0002
2026-04-25 12:52:35,P00221,2025-12-29,412,0,26.4,2026-05-19,412,HomeLine Extra Fresh Butter 1kg,Dairy & Eggs,True,14.68673050615595,5.563489257689307,13.570538987688098,101,256,10.548387096774194,0.9250141482739106,0.969,451652.96,42.77,21.17,1,0.924,ClearPath Logistics,26.4,13.570538987688098,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.6200000000000006,-0.7599999999999996,-0.139999999999999,S0002
2026-04-25 12:52:35,P00249,2025-12-29,416,328,268.2,2026-07-10,744,SunValley Premium Yogurt 1kg,Dairy & Eggs,True,1.9595588235294117,1.1870311280364672,1.8106323529411763,13,40,13.5,0.9385964912280702,0.969,35285.939999999995,33.58,21.31,24,0.924,ClearPath Logistics,268.2,1.8106323529411763,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.6200000000000006,-0.7599999999999996,-0.139999999999999,S0002
2026-04-25 12:52:35,P00613,2025-12-29,469,0,24.61,2026-06-20,469,BlueRidge Value Pack Pizza 12-Pack,Frozen Foods,True,17.20656634746922,5.631590018732289,15.89886730506156,42,113,4.076923076923077,0.935049386411254,0.969,274820.98,21.96,14.19,1,0.924,WholeFarm Provisions,24.61,15.89886730506156,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.6200000000000006,-0.7599999999999996,-0.139999999999999,S0002
2026-04-25 12:52:35,P01037,2025-12-29,195,89,18.94,,284,PrimePick Light Rice & Grains 500ml,Canned & Pantry,False,9.3406292749658,3.563548967996116,8.6307414500684,23,53,3.1621621621621623,0.92012309339042,0.971,108633.48,15.91,10.84,6,0.924,FrostlineWholesale,18.94,8.6307414500684,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.5800000000000005,-0.7599999999999996,-0.179999999999999,S0002
2026-04-25 12:52:35,P00364,2025-12-29,270,85,15.94,,355,EverFresh Farm Chips 24ct,Snacks,False,15.255813953488373,5.043259816457823,14.096372093023255,21,49,1.829268292682927,0.920484508899143,0.972,194936.96,17.48,11.27,36,0.924,FairDeal Supply,15.94,14.096372093023255,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.5600000000000005,-0.7599999999999996,-0.199999999999999,S0002
2026-04-25 12:52:35,P00745,2025-12-29,130,13,21.71,,143,GoldenLeaf Classic Paper Products 2L,Household,False,5.609053497942387,2.983374317310683,5.182765432098766,25,65,7.03125,0.9248188405797102,0.98,179518.4,44.35,29.69,12,0.924,ZeroWaste Distributors,21.71,5.182765432098766,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.4000000000000003,-0.7599999999999996,-0.3599999999999992,S0002
2026-04-25 12:52:35,P00656,2025-12-29,293,98,123.87,,391,NovaBrand Extra Fresh Soap 6-Pack,Personal Care,False,2.4357366771159876,1.346467675860718,2.2506206896551726,9,20,4.166666666666667,0.9262387387387389,0.98,62657.28,40.32,17.5,12,0.924,ZeroWaste Distributors,123.87,2.2506206896551726,OK,0.0,0.0,0.0,False,1.0,False,0,0.0,0.0,0.4000000000000003,-0.7599999999999996,-0.3599999999999992,S0002
2026-04-25 12:52:35,P00926,2025-12-29,54,29,2.28,2026-02-06,83,EcoGreen Light Fruits 2L,Produce,True,21.18761726078799,7.530294489683365,19.83160975609756,106,377,12.75,0.9247685185185184,0.77,550805.97,49.64,32.19,1,0.936,QuickTurn Logistics,2.28,19.83160975609756,CRITICAL,448.0,448.0,11537.649789190244,False,1.0,False,1000,11.537649789190244,4.185714285714286,4.6,-0.6400000000000006,1019.6833640749046,S0003
2026-04-25 12:52:35,P00497,2025-12-29,0,0,0.0,2026-07-26,0,HearthStone Bold Rolls 2L,Bakery,True,24.675384615384615,8.54612304119254,23.09616,57,145,3.5294117647058822,0.9241118229470006,0.861,572227.21,35.91,14.26,12,0.936,KeyMart Distributors,0.0,23.09616,CRITICAL,405.0,408.0,11611.363478399997,False,1.0,False,1000,11.611363478399998,5.0,2.78,-0.6400000000000006,1018.7513634784,S0003
2026-04-25 12:52:35,P00662,2025-12-29,43,98,1.31,,141,SunValley Classic Shampoo 1L,Personal Care,False,29.289835164835164,8.380714481087356,27.415285714285712,42,101,2.00625,0.9242077464788732,0.931,812959.98,38.49,17.66,36,0.936,BlueSky Trading,1.31,27.415285714285712,CRITICAL,298.0,324.0,13390.670065242855,False,1.0,False,1000,13.390670065242857,4.532142857142857,1.379999999999999,-0.6400000000000006,1018.6628129223856,S0003
2026-04-25 12:52:35,P00734,2025-12-29,0,252,0.0,,252,DailyEssentials Ultra Detergent 12-Pack,Household,False,25.378623188405797,5.1319906514434575,23.754391304347823,90,270,7.055555555555555,0.9285714285714286,0.895,504231.49,36.46,16.14,48,0.936,DawnValley Provisions,0.0,23.754391304347823,CRITICAL,249.0,288.0,12125.191497391304,False,1.0,False,1000,12.125191497391304,5.0,2.0999999999999996,-0.6400000000000006,1018.5851914973912,S0003
2026-04-25 12:52:35,P00117,2025-12-29,50,70,2.03,,120,PureStart Organic Sodas 500g,Beverages,False,22.056363636363635,7.477866883543816,20.64475636363636,142,420,12.590909090909092,0.9079469188529592,0.742,417277.64,34.52,12.65,1,0.936,GoldCoast Supply,2.03,20.64475636363636,CRITICAL,429.0,429.0,8530.504166382547,False,1.0,False,1000,8.530504166382547,4.275,5.16,-0.6400000000000006,1017.3255041663824,S0003
2026-04-25 12:52:35,P00718,2025-12-29,9,0,0.33,,9,EverFresh Natural Skincare 6-Pack,Personal Care,False,23.69835466179159,7.375986743350829,22.18165996343693,131,371,10.115384615384617,0.9307397583259652,0.747,278719.71,21.69,13.68,48,0.936,TrueSource Partners,0.33,22.18165996343693,CRITICAL,526.0,528.0,6576.913196976966,False,1.0,False,1000,6.576913196976966,4.882142857142857,5.0600000000000005,-0.6400000000000006,1015.8790560541198,S0003
2026-04-25 12:52:35,P00018,2025-12-29,0,0,0.0,,0,QuickFresh Value Pack Coffee & Tea 24ct,Beverages,False,20.23604465709729,6.930400846687452,18.94093779904306,95,264,8.333333333333334,0.916518912529551,0.748,296026.76,23.51,16.28,48,0.936,SilverLine Logistics,0.0,18.94093779904306,CRITICAL,424.0,432.0,6234.220267177033,False,1.0,False,1000,6.234220267177033,5.0,5.04,-0.6400000000000006,1015.634220267177,S0003
2026-04-25 12:52:35,P00942,2025-12-29,11,0,0.46,2026-09-02,11,FreshMoment Original Vegetables 250g,Produce,True,21.26298701298701,6.76281031975386,19.902155844155843,166,442,12.96,0.939895652173913,0.861,409994.2,31.6,15.93,6,0.936,Yeomanry Supply,0.46,19.902155844155843,CRITICAL,526.0,528.0,8515.416008103895,False,1.0,False,1000,8.515416008103895,4.835714285714285,2.78,-0.6400000000000006,1015.4911302938182,S0003
2026-04-25 12:52:35,P00751,2025-12-29,21,35,1.04,,56,BlueRidge Light Paper Products 1kg,Household,False,17.57167530224525,6.329446680823876,16.44708808290155,59,199,7.914285714285715,0.92442996742671,0.843,375556.12,37.08,15.78,24,0.936,BeaconPoint Logistics,1.04,16.44708808290155,CRITICAL,305.0,312.0,7903.760018437304,False,1.0,False,1000,7.903760018437304,4.628571428571429,3.140000000000001,-0.6400000000000006,1015.0323314470088,S0003
2026-04-25 12:52:35,P00359,2025-12-29,46,56,2.84,,102,DailyEssentials Family Size Nuts 250g,Snacks,False,14.852257181942544,4.975562716940186,13.90171272229822,14,31,1.0987654320987654,0.9197530864197532,0.712,373589.37,34.41,13.38,1,0.936,BrightPath Foods,2.84,13.90171272229822,CRITICAL,108.0,108.0,5338.474552080984,False,1.0,False,1000,5.338474552080984,3.9857142857142858,5.760000000000001,-0.6400000000000006,1014.4441888377952,S0003
2026-04-25 12:52:35,P01197,2025-12-29,0,0,0.0,,0,PrimePick Light Litter 6-Pack,Pet Supplies,False,15.279032258064516,5.5957991714583315,14.301174193548386,54,136,5.30188679245283,0.9195630585898708,0.801,285573.67,30.29,20.95,12,0.936,DawnBreaker Wholesale,0.0,14.301174193548386,CRITICAL,277.0,288.0,6064.555928516128,False,1.0,False,1000,6.064555928516128,5.0,3.979999999999999,-0.6400000000000006,1014.4045559285162,S0003
2026-04-25 12:52:35,P00588,2025-12-29,57,16,2.13,2026-04-28,73,QuickFresh Value Pack Frozen Vegs 12-Pack,Frozen Foods,True,22.799011532125206,7.1075518113265925,21.339874794069193,86,245,6.954545454545454,0.9266155531215772,0.727,289432.92,20.98,13.14,1,0.936,PineTree Provisions,2.13,21.339874794069193,CRITICAL,375.0,375.0,5314.3245036415165,False,1.0,False,1000,5.314324503641516,4.239285714285715,5.460000000000001,-0.6400000000000006,1014.3736102179272,S0003
2026-04-25 12:52:35,P01117,2025-12-29,28,0,1.65,,28,BlueRidge Lite Wipes 250g,Baby & Infant,False,15.210950080515298,5.898792323017033,14.237449275362318,66,184,7.7560975609756095,0.9123136170632962,0.86,383777.89,40.95,26.4,6,0.936,GardenStateFoods,1.65,14.237449275362318,CRITICAL,282.0,282.0,7200.340815652174,False,1.0,False,1000,7.200340815652174,4.410714285714286,2.8000000000000003,-0.6400000000000006,1013.7710551013664,S0003
2026-04-25 12:52:35,P00865,2025-12-29,72,0,2.9,2026-02-19,72,CoastalFarms Lite Pork 1kg,Meat & Seafood,True,22.494505494505493,7.433270309815899,21.05485714285714,139,390,11.129032258064516,0.9263321866683976,0.836,430748.87,30.53,13.97,12,0.936,Harvest Partners LLC,2.9,21.05485714285714,CRITICAL,458.0,468.0,7135.133153142857,False,1.0,False,1000,7.135133153142857,3.964285714285714,3.2800000000000007,-0.6400000000000006,1013.7394188674284,S0003
2026-04-25 12:52:35,P00391,2025-12-29,28,282,0.84,,310,EcoGreen Ultra Nuts 250g,Snacks,False,29.445672191528544,8.641288014051483,27.561149171270717,142,421,9.466666666666669,0.9203606748109364,0.847,237552.08,14.96,5.94,24,0.936,UpNorth Supply Co.,0.84,27.561149171270717,CRITICAL,337.0,360.0,5426.062657485083,False,1.0,False,1000,5.426062657485083,4.7,3.0600000000000005,-0.6400000000000006,1012.5460626574852,S0003
2026-04-25 12:52:35,P00037,2025-12-29,0,0,0.0,,0,BlueRidge Organic Energy Drinks 1kg,Beverages,False,10.26219512195122,3.951017346816691,9.60541463414634,31,89,5.559322033898305,0.9200771668733636,0.85,231303.4,34.38,16.12,1,0.936,OpenRoad Wholesale,0.0,9.60541463414634,CRITICAL,188.0,188.0,4623.278171707317,False,1.0,False,1000,4.623278171707317,5.0,3.0000000000000004,-0.6400000000000006,1011.9832781717072,S0003
2026-04-25 12:52:35,P00722,2025-12-29,0,0,0.0,,0,TrueGrain Extra Fresh Skincare 500g,Personal Care,False,22.471910112359552,7.1997861459387895,21.03370786516854,153,400,10.961538461538462,0.9064050868486352,0.807,142334.45,11.94,7.21,6,0.936,RainierPeak Supply,0.0,21.03370786516854,CRITICAL,526.0,528.0,3515.994606741573,False,1.0,False,1000,3.515994606741573,5.0,3.859999999999999,-0.6400000000000006,1011.7359946067417,S0003
